quilates,porcentaje profundidad,ancho superior,price
0.91,62.6,57.0,3884
0.31,61.9,54.0,767
1.13,59.7,57.0,5342
1.26,61.3,58.0,6657
1.01,61.9,57.0,4949
0.5,61.9,58.0,1883
0.72,63.0,57.0,2567
0.31,60.5,58.0,1046
0.41,60.9,57.0,1107
0.41,61.8,56.0,705
0.7,61.3,61.0,2980
0.41,63.8,56.0,871
0.5,62.3,56.0,1935
1.21,62.3,58.0,7094
1.57,58.9,58.0,12697
0.61,59.7,57.0,2115
0.3,61.5,59.0,658
0.55,61.0,58.0,1368
0.55,61.7,56.0,1718
0.3,62.5,53.8,639
0.57,61.3,54.0,1292
0.31,60.0,62.0,907
0.41,60.1,59.0,1192
0.59,63.2,57.0,1948
1.01,61.8,58.0,5812
0.9,61.5,59.0,3208
0.43,63.0,55.0,1094
0.55,61.2,57.0,2001
1.0,61.3,55.0,8602
0.42,62.1,55.0,1326
1.22,61.5,56.0,9756
0.3,62.3,59.0,709
0.31,59.7,61.0,755
0.41,61.5,56.0,1322
1.0,61.8,57.0,4743
1.51,62.1,58.0,10775
0.73,62.3,54.0,2321
0.7,61.6,56.0,2202
0.31,61.7,54.0,789
0.44,62.8,59.0,829
2.51,59.3,58.0,16278
0.52,60.7,58.0,1689
2.04,60.8,58.0,14810
1.21,62.2,58.0,8446
0.35,62.1,56.0,906
2.0,63.0,55.0,17724
0.57,61.6,58.0,1212
0.71,61.5,56.0,2633
1.65,60.4,60.0,11310
2.0,62.3,56.0,12907
1.04,62.4,56.0,4486
0.41,62.9,58.0,827
1.14,63.2,58.0,6803
0.4,63.1,59.0,765
1.2,63.5,58.0,5443
1.62,63.0,58.0,6350
1.2,61.9,57.0,5071
1.07,61.9,56.0,9169
0.3,62.5,56.0,658
0.32,62.2,56.0,730
0.33,61.9,56.0,781
1.2,60.6,56.0,9529
0.42,61.6,57.0,1105
0.42,59.5,59.0,1087
0.74,61.4,57.0,2328
0.54,61.9,56.0,2168
0.31,61.5,56.0,571
1.06,62.4,55.0,7627
0.9,62.1,61.0,3387
0.43,62.0,55.0,795
0.36,61.1,56.0,789
0.36,61.6,57.0,1094
0.3,61.7,61.0,421
0.39,61.2,56.0,603
1.24,61.6,59.0,5497
0.35,60.6,60.0,1044
0.73,62.4,56.0,2683
0.92,62.4,60.0,4168
1.01,62.7,57.0,3945
0.4,62.6,55.0,1168
0.31,61.3,55.0,645
1.7,61.8,53.0,17219
1.01,61.7,56.0,4330
0.36,61.4,58.0,932
0.7,61.0,57.0,3602
1.2,64.4,61.0,5458
0.82,62.4,54.0,2799
0.43,61.9,56.0,1169
0.55,60.8,56.9,2064
1.0,62.0,57.0,5197
0.6,62.3,53.8,2137
0.53,61.0,57.0,2269
2.03,61.3,59.0,18423
1.66,63.2,56.0,15091
1.21,62.8,60.0,5558
1.02,61.9,55.0,5702
0.31,61.4,56.0,766
0.52,61.3,56.0,1897
1.5,60.5,57.0,12014
1.5,66.6,54.0,4939
0.71,61.7,58.0,2386
0.5,64.0,56.0,1217
2.16,61.9,57.0,17820
0.53,60.4,57.0,1818
0.9,62.8,59.0,3734
0.62,60.0,64.0,2083
0.7,62.2,55.0,2294
0.7,61.4,64.0,2822
0.24,61.6,57.0,678
0.8,60.7,59.0,3010
0.61,62.0,54.4,2438
0.5,61.9,58.0,1752
0.59,61.1,57.0,1445
1.5,60.8,60.0,9336
0.54,62.0,57.0,1846
0.57,60.8,56.8,1899
1.53,59.8,58.0,10224
0.34,59.5,56.0,698
1.4,62.2,58.0,8223
0.31,60.9,60.0,363
1.5,60.3,57.0,10907
0.35,62.2,56.0,767
0.31,60.5,57.0,663
0.3,62.0,58.0,878
0.62,58.6,58.0,1291
1.0,60.3,62.0,5544
0.41,60.3,60.0,923
0.34,62.1,59.0,477
0.49,58.1,62.0,1577
0.7,63.0,60.0,1867
1.01,61.6,60.0,5543
2.07,61.6,56.0,13879
0.8,61.7,56.0,3181
0.48,61.9,58.0,990
1.02,60.3,56.0,6863
1.43,62.1,58.0,6546
0.42,61.0,57.0,1031
0.51,61.0,55.0,1100
0.31,59.7,59.0,801
0.42,60.6,57.0,1142
0.59,59.1,57.0,1425
0.7,62.3,58.0,2273
0.71,63.7,54.0,2682
0.41,61.4,54.0,625
0.71,61.9,56.0,2333
1.53,61.7,57.0,7240
0.38,62.2,55.0,866
2.52,60.6,60.0,18179
0.51,62.5,55.0,1744
0.55,60.1,58.0,1374
0.7,61.8,56.0,2822
0.31,61.8,54.0,872
0.52,59.6,58.0,1767
0.91,62.8,58.0,4045
0.5,60.0,55.0,1148
0.5,58.9,59.0,1629
0.71,62.4,54.0,1899
1.01,62.0,58.0,8688
1.05,62.1,58.0,4436
1.0,61.9,56.0,5458
0.38,61.6,59.0,705
0.34,63.2,55.0,765
0.58,61.2,56.0,1760
1.0,64.0,56.0,5645
0.59,62.7,58.0,1419
1.02,61.2,59.0,3856
0.3,61.8,56.0,844
0.7,61.9,54.8,3741
2.08,62.4,60.0,18128
0.57,62.1,57.0,1728
0.38,60.8,57.0,787
0.96,59.1,62.0,2454
0.25,61.1,56.0,633
0.34,62.4,58.0,626
0.33,61.3,57.0,598
1.08,63.1,56.0,7862
0.31,61.4,59.0,625
0.71,62.9,57.0,2964
1.51,62.0,55.0,8981
0.44,59.6,60.0,759
0.31,62.0,59.0,789
0.51,61.3,58.0,1084
0.5,64.6,60.0,701
1.76,62.4,58.0,9659
1.06,61.9,55.0,6728
1.0,63.3,58.0,4269
0.5,63.1,61.0,1419
0.56,59.8,57.0,1723
0.32,62.3,56.0,796
1.12,61.4,63.0,5374
2.05,63.7,61.0,16148
0.91,63.2,59.0,4466
0.32,61.7,56.0,841
0.38,61.6,56.0,1000
0.41,61.4,55.0,1076
0.91,61.4,60.0,3618
0.35,60.2,57.0,827
0.32,61.8,60.0,828
0.35,61.7,61.0,706
2.08,57.0,63.0,11313
1.32,65.8,55.0,4140
0.5,59.7,60.0,2219
1.01,62.0,57.0,6295
1.55,62.0,62.0,8644
0.51,62.1,55.0,1781
1.11,61.3,58.0,5908
1.24,61.2,59.0,6850
1.07,58.5,61.0,4201
2.01,62.9,57.0,12717
0.41,62.0,56.0,999
0.36,61.9,56.0,1013
0.56,62.3,57.0,1578
0.41,60.3,56.0,1295
1.22,62.5,58.0,5226
0.25,62.1,57.0,535
1.01,61.1,58.0,6777
0.72,62.5,58.0,2618
0.52,62.4,56.0,1577
0.47,61.7,56.0,1261
0.37,59.1,60.0,1041
0.73,62.3,55.0,3785
1.5,60.3,60.0,16558
1.54,61.4,56.0,18294
1.01,62.4,60.0,4912
0.51,61.7,53.0,1709
0.39,62.5,54.0,1047
0.81,61.7,57.0,2858
0.54,61.0,56.0,1240
0.47,62.1,54.0,1814
0.79,63.9,56.0,2539
0.33,62.3,55.0,723
0.33,60.1,57.0,965
0.34,61.7,55.0,1084
1.53,60.8,61.0,15619
0.42,62.5,54.0,984
0.9,62.1,59.0,4201
2.16,61.4,57.0,17263
1.12,62.3,59.0,6683
0.91,61.8,56.0,3557
0.38,59.7,63.0,1157
0.52,62.9,56.0,1605
1.0,60.5,60.0,5546
1.01,60.2,60.0,4566
0.27,62.0,54.5,412
1.04,59.6,59.0,5766
1.69,60.2,61.0,5182
0.7,57.0,58.0,1981
0.35,62.0,58.0,551
0.26,61.6,54.0,578
1.25,59.7,59.0,5293
1.06,62.5,57.0,5783
0.5,61.6,57.0,1598
1.01,56.9,61.0,4928
1.26,61.7,58.0,6476
0.3,62.1,55.0,491
0.58,60.1,55.0,1742
1.01,62.9,56.0,5375
2.03,59.9,60.0,15826
0.88,62.2,56.0,3619
0.42,62.6,56.0,1326
0.9,62.3,59.0,4890
0.52,62.8,61.0,1244
1.51,59.5,61.0,7476
0.61,62.7,57.0,1706
0.73,63.2,60.0,2335
0.32,61.7,56.0,561
0.31,60.4,56.0,942
0.84,62.3,55.0,2879
1.15,60.2,58.0,5191
0.55,61.3,57.0,1809
1.11,61.2,56.0,6857
0.72,60.7,60.0,2703
1.65,61.6,66.0,5914
0.74,62.9,54.0,2723
1.01,59.9,60.0,5215
0.7,58.1,60.0,2358
0.27,62.3,54.0,500
1.3,61.6,56.0,6334
1.0,64.6,54.0,3763
0.7,62.4,55.0,2407
1.51,61.7,59.0,15440
1.56,62.2,58.0,10934
1.02,59.7,58.0,4303
0.71,58.2,64.0,1902
0.31,62.2,54.0,562
1.55,61.9,55.0,11067
1.37,62.6,55.0,12342
0.4,62.6,58.0,807
0.58,61.5,55.0,2772
0.25,63.0,57.0,548
1.01,62.2,56.0,7039
0.31,61.6,55.0,891
0.39,61.0,62.0,616
0.57,60.4,58.0,1247
2.0,60.3,56.0,16425
0.51,63.9,55.0,1180
0.93,62.2,59.0,4834
0.77,62.2,59.0,2682
0.3,62.3,56.0,844
0.4,60.8,58.0,842
0.52,62.8,61.0,1338
0.81,62.6,59.7,2444
1.61,62.6,58.0,12085
0.53,61.2,54.0,1576
0.33,62.7,58.0,668
1.55,60.1,58.0,10980
0.32,59.5,60.0,602
0.73,60.6,58.0,2519
1.01,62.2,58.0,6968
0.51,61.8,54.0,1632
0.28,61.5,56.0,360
0.82,62.4,54.0,2947
1.01,62.4,58.0,6108
1.0,63.9,57.0,4321
1.5,62.0,62.0,8736
1.03,61.6,57.0,4175
0.7,61.9,58.0,2952
0.7,63.4,56.0,3107
0.3,62.3,57.0,844
0.32,61.3,58.0,648
0.41,62.8,57.0,904
0.56,61.6,56.0,2010
0.57,61.8,55.0,1981
1.13,62.0,57.0,5650
1.25,62.6,56.0,13536
0.27,63.8,54.0,621
0.3,61.7,57.0,620
1.21,61.3,57.0,10568
0.71,60.9,55.0,2525
0.52,62.5,56.0,1793
0.27,60.6,58.0,622
1.15,62.0,58.0,4830
0.41,62.1,57.0,1336
2.0,64.5,56.0,11655
0.32,62.3,54.0,494
1.2,58.2,59.0,7795
2.02,63.3,59.0,11390
1.01,62.9,57.0,6176
0.46,59.8,59.6,1267
0.57,62.3,55.0,2555
0.32,63.6,56.0,756
0.51,62.5,54.0,1751
0.5,62.6,52.0,1408
1.5,62.2,58.0,12030
1.01,62.8,59.0,6499
0.54,62.0,54.0,1378
0.36,61.1,57.0,673
1.01,60.8,61.0,4260
0.4,62.0,56.0,1263
0.36,61.3,60.0,541
0.25,60.7,59.0,740
0.4,60.3,59.0,1017
0.7,60.3,58.0,2170
1.34,64.7,55.0,5106
0.71,60.3,58.0,1917
1.01,64.3,59.0,4766
0.37,60.4,59.0,681
0.57,60.7,57.0,2507
0.8,63.1,57.0,3135
1.02,62.1,55.0,4798
0.41,63.0,57.0,818
0.71,62.7,57.0,2559
1.12,61.8,55.0,6110
0.81,62.9,59.0,3084
0.61,60.9,58.0,1303
0.41,63.8,56.0,876
0.42,62.0,58.0,722
1.0,62.5,58.0,4661
1.01,62.5,60.0,4434
0.55,63.6,55.0,1175
1.59,60.3,57.0,8227
0.56,61.4,62.0,1736
0.32,61.7,54.0,972
0.35,62.2,56.0,669
0.34,60.0,62.0,447
1.26,58.6,59.0,5998
0.72,62.7,57.0,2345
1.32,62.4,58.0,7119
0.54,61.1,57.0,1846
0.34,60.9,60.0,551
1.23,61.8,56.0,4986
0.41,61.8,55.0,1107
1.04,63.2,58.0,4911
0.5,67.1,59.0,1103
0.53,62.1,54.0,1893
0.73,59.6,57.0,2527
0.92,62.2,55.0,3400
1.01,63.4,60.0,5132
0.3,61.9,57.0,422
1.01,62.8,59.0,4338
0.25,62.6,53.0,438
2.18,62.6,58.0,12853
1.04,60.7,55.0,7655
1.33,62.5,61.0,6316
1.03,65.6,58.0,3765
0.5,62.2,56.0,1173
0.72,63.6,56.0,2170
1.43,60.5,58.0,6789
0.3,61.3,56.0,526
0.31,58.8,62.0,471
1.17,61.1,56.0,6828
1.04,61.0,58.0,5090
0.33,61.9,55.0,1021
0.7,60.2,57.0,2593
1.09,61.7,59.0,5410
0.31,62.1,58.0,544
1.08,62.7,57.0,3805
1.71,61.9,57.0,9618
0.3,62.5,60.0,552
0.92,62.4,56.0,4068
0.29,60.7,60.0,404
0.3,62.2,57.0,450
0.5,60.0,54.0,1122
0.83,62.3,55.0,2790
0.31,61.6,55.0,692
0.54,61.4,58.0,3139
2.0,58.5,68.0,11322
0.47,59.5,60.0,1110
0.33,61.0,54.0,950
1.01,57.9,57.0,3916
0.4,62.9,56.0,666
0.44,60.9,59.0,1235
1.21,61.6,57.0,10685
0.54,61.8,55.0,1944
0.39,61.1,56.0,974
0.3,63.7,59.0,526
1.2,60.5,59.0,4455
1.52,61.2,57.0,9057
1.57,62.2,59.0,9478
0.32,60.2,60.0,544
1.02,62.7,57.0,6734
0.4,62.8,59.0,907
2.0,63.3,56.0,16544
0.37,62.3,55.0,763
1.02,61.4,56.0,4662
0.31,62.4,55.0,761
1.67,62.3,59.0,7911
1.59,60.2,60.0,15461
1.0,62.6,58.0,8736
0.76,59.9,59.0,2052
1.61,61.7,60.0,7695
1.73,62.7,56.0,11688
2.01,64.9,60.0,13744
0.38,63.4,62.0,713
0.34,62.0,55.0,750
0.34,61.7,61.0,574
2.01,59.3,62.0,12369
0.32,61.7,54.0,918
1.0,59.8,65.0,4213
0.41,63.9,56.0,915
0.23,59.8,57.0,402
0.5,61.6,60.0,1935
0.3,61.6,54.0,499
2.07,62.0,58.0,13786
0.77,60.5,59.0,3291
1.21,62.0,54.5,5814
0.64,61.8,59.0,3541
0.7,63.0,55.0,2048
0.51,62.5,59.0,1781
1.21,59.3,59.0,5364
0.75,63.9,56.0,2250
1.02,61.8,57.0,6047
1.05,60.5,60.0,5762
1.02,61.4,60.0,4521
1.32,60.3,60.0,6653
0.51,61.3,57.0,1974
0.41,61.4,53.9,1186
0.57,63.3,56.0,1176
1.0,62.1,58.0,5247
1.5,64.0,56.0,10134
2.03,60.8,57.0,18026
0.71,61.3,57.0,2610
0.41,61.0,61.0,725
0.52,61.0,56.0,2010
0.47,62.7,55.0,989
1.02,59.6,64.0,3633
0.58,61.2,55.0,1558
1.37,61.6,59.0,7951
1.13,60.7,54.0,4873
1.4,62.5,58.0,8511
1.01,59.1,56.0,6271
1.0,57.9,59.0,3752
0.7,62.1,58.0,2400
1.2,59.1,61.0,5016
0.31,62.2,55.0,789
0.6,62.0,56.0,1715
1.04,62.0,57.0,4613
0.3,61.5,56.0,911
0.71,62.4,57.0,2530
0.8,63.1,58.0,3093
1.01,63.7,56.0,7001
0.31,59.6,61.0,802
0.32,63.8,54.0,939
1.26,61.1,57.0,15247
1.64,62.4,58.0,8716
0.31,61.7,55.0,544
0.7,61.1,55.0,2335
2.14,62.8,59.0,15931
0.42,62.4,54.0,1087
0.62,60.3,59.0,2367
1.08,62.6,57.0,5096
0.83,58.4,59.0,3506
1.2,63.6,57.0,8380
0.54,61.6,58.0,1439
0.52,61.8,56.0,1919
0.31,58.0,62.0,977
0.9,60.4,57.0,5907
0.7,62.3,58.0,2161
1.13,62.3,59.0,4282
1.51,59.4,61.0,8396
0.53,59.6,58.0,2395
0.38,61.2,56.0,602
0.72,61.6,55.0,3002
0.9,62.6,59.0,5001
1.0,59.8,59.0,5671
0.31,63.2,59.0,544
0.52,60.8,55.0,1691
1.23,61.3,54.0,5181
0.73,61.6,56.0,3464
0.38,60.7,60.0,733
0.26,63.1,59.0,599
2.03,63.8,63.0,9651
0.31,60.3,60.0,476
0.52,62.5,56.0,1668
1.01,60.0,58.0,4965
0.87,61.6,58.0,2999
0.58,61.9,63.0,2243
0.25,61.8,56.0,525
0.64,62.7,59.0,1873
0.3,62.7,59.0,684
0.3,58.1,61.0,394
0.52,62.6,58.0,1372
0.5,62.1,57.0,1610
0.34,61.1,58.0,537
0.55,60.5,59.0,1348
0.32,62.2,56.0,1014
0.24,61.3,56.0,419
1.61,62.2,56.0,13553
0.31,63.4,59.0,707
1.15,61.4,57.0,6492
0.51,60.4,57.0,1781
0.53,62.2,55.0,3812
2.0,63.5,59.0,15025
1.31,60.8,58.0,6529
0.31,62.0,54.0,1028
0.3,61.5,58.0,737
2.18,62.9,59.0,13938
1.01,62.4,54.0,5147
0.39,62.0,55.0,1003
1.73,62.6,55.0,18211
2.02,60.5,62.0,14238
0.76,62.0,57.0,2422
1.24,61.8,58.0,7106
0.51,62.9,58.0,1546
1.01,61.8,61.0,4513
1.63,63.7,58.0,9556
0.33,60.1,59.0,608
1.7,61.6,57.0,9139
0.39,61.6,59.0,616
1.5,62.1,60.0,14386
0.4,60.5,57.0,1012
0.72,61.3,56.0,2451
0.9,61.1,63.0,4062
0.84,61.3,58.0,2628
0.25,62.8,56.0,548
0.38,61.2,56.0,740
0.9,58.7,59.0,4234
0.73,64.4,59.0,2351
0.73,61.7,60.0,2771
0.53,60.8,57.0,1229
1.51,62.3,56.0,9218
2.02,61.1,58.0,12832
0.79,61.9,55.0,2771
1.21,61.3,58.0,8139
0.32,61.9,56.0,707
0.71,58.1,62.0,3145
0.31,63.9,58.0,988
0.87,58.8,56.0,3742
0.4,59.8,58.0,1333
0.71,60.6,60.0,3218
2.01,59.1,57.0,18077
0.4,61.6,55.0,1226
0.71,65.6,56.0,1691
1.12,62.2,55.0,10949
0.41,61.7,57.0,1192
1.23,61.8,58.0,8381
0.93,60.8,62.0,3644
0.3,63.3,57.0,675
1.18,61.3,55.6,5412
0.3,60.5,55.0,453
0.72,63.3,58.0,3219
1.0,62.5,56.0,4643
0.34,60.0,58.0,521
0.52,60.3,56.0,1677
2.05,61.6,59.0,15291
0.45,61.8,57.0,1178
1.01,60.2,60.0,5897
1.0,63.3,53.0,4732
0.36,60.7,56.0,738
0.41,61.3,55.0,1056
0.51,60.7,56.0,1104
0.74,59.2,64.0,1989
0.32,61.2,56.0,645
0.7,64.9,56.0,2152
0.32,63.2,54.0,756
1.09,58.7,61.0,16406
0.73,61.5,55.0,3980
1.18,61.5,56.0,5378
1.01,61.8,60.0,3885
1.1,63.0,58.0,4276
1.13,61.8,55.0,5759
5.01,65.5,59.0,18018
0.9,63.2,60.0,2729
1.71,60.6,60.0,13325
0.39,62.4,58.0,878
0.35,60.9,55.0,614
1.0,63.7,61.0,3889
0.55,61.3,60.0,1928
0.26,62.3,56.0,545
2.01,63.9,59.0,7024
0.26,63.6,56.0,724
0.41,60.4,58.0,930
1.1,63.5,55.0,5218
1.53,61.9,58.0,8637
0.25,63.6,57.0,435
0.32,62.1,58.0,828
0.3,63.0,58.0,709
0.91,62.8,59.0,4476
0.43,61.3,57.0,1207
1.2,63.7,58.0,4548
0.54,61.8,59.0,1649
0.32,62.0,57.0,449
0.23,61.8,57.0,357
1.01,63.0,59.0,4338
0.55,62.3,55.0,1928
0.6,60.0,56.0,1841
1.0,62.6,58.0,4081
0.72,62.4,57.0,2441
0.32,60.7,56.0,905
0.32,61.7,55.0,879
1.24,61.4,56.0,5520
0.32,61.1,56.0,758
0.3,62.3,55.0,862
0.4,61.1,58.0,1229
0.52,60.3,56.0,1802
0.8,58.2,63.0,2925
0.23,61.5,58.0,530
2.03,63.2,60.0,15898
0.32,60.9,56.0,523
0.64,61.1,55.0,2084
1.05,62.5,56.0,5027
2.04,61.3,60.0,12794
0.43,61.9,55.0,943
2.29,61.8,56.4,13726
0.34,63.0,54.0,566
1.37,61.5,56.0,6343
0.71,64.0,58.0,2141
1.0,62.2,61.0,4626
1.01,59.8,59.0,5543
0.71,57.9,53.0,2300
0.51,60.5,60.0,1787
0.41,62.6,58.0,827
0.35,61.1,56.0,715
0.38,61.9,54.1,757
1.0,65.1,61.0,4435
1.01,62.7,56.0,6441
1.0,62.8,60.0,3080
1.51,62.7,55.0,7766
0.5,62.1,58.0,1960
0.41,60.5,56.0,823
0.33,62.0,59.0,854
0.53,62.5,59.0,1957
0.8,61.6,57.0,4263
1.51,62.4,56.0,9069
0.55,62.7,57.0,1593
0.81,62.2,57.0,2894
0.5,62.9,59.0,1624
1.03,60.3,56.0,6229
0.73,61.5,58.0,2496
0.72,62.9,57.0,2795
0.64,60.4,62.0,2060
1.1,62.7,57.0,4805
1.23,62.4,55.0,6750
1.13,58.9,58.0,6005
0.5,61.7,58.0,965
0.4,61.2,57.0,1035
1.11,61.9,58.0,5780
1.52,61.6,58.0,10824
0.25,62.6,56.0,582
1.77,60.3,59.0,11965
0.9,64.2,60.0,3437
0.32,60.6,56.0,1066
1.05,65.6,58.0,7283
1.0,64.0,53.0,3763
0.34,61.7,56.0,819
0.91,62.8,56.0,4922
1.08,61.9,55.0,3849
0.47,58.7,60.0,1072
0.27,58.6,61.0,575
1.58,60.0,53.0,9037
0.71,60.6,58.0,2913
0.53,61.0,55.0,1625
0.4,62.6,52.0,705
0.91,57.7,58.0,5394
0.42,63.4,56.0,722
1.79,61.7,59.0,18419
1.01,63.2,54.0,10498
0.34,62.1,58.0,805
0.71,62.1,58.0,2905
1.05,60.6,59.0,5586
0.3,61.7,61.0,540
0.3,62.1,60.0,605
1.01,64.1,56.0,5479
0.56,61.9,55.0,2016
0.28,61.5,58.0,504
0.4,58.9,58.0,1050
0.39,61.2,56.0,642
1.2,61.8,58.0,9007
0.33,62.2,53.0,971
0.71,61.0,56.0,3701
1.25,62.2,58.0,5637
0.4,61.4,55.0,1087
1.0,59.9,57.0,5667
1.0,60.8,58.0,3712
1.5,61.9,61.0,10302
0.97,62.8,55.0,4404
0.81,61.5,57.0,3975
1.12,61.9,58.0,4620
0.41,63.1,59.0,705
2.02,59.8,59.0,18731
0.71,61.6,55.0,2537
0.74,59.0,55.0,2447
0.52,61.2,56.0,2841
1.72,63.2,61.0,13499
0.31,61.7,59.0,942
1.7,63.3,57.0,12117
0.41,63.5,57.0,969
1.62,61.6,60.0,7072
0.91,62.0,54.0,8707
0.38,61.5,62.0,1117
1.54,59.3,59.0,16736
0.51,61.9,56.0,1346
1.02,59.8,58.0,6169
0.3,63.4,56.0,526
0.72,60.5,60.0,2429
0.3,60.6,57.0,609
0.9,62.4,63.0,2200
1.57,61.0,59.0,11575
0.41,61.6,60.0,1249
1.52,62.8,56.0,12764
0.32,63.5,56.0,477
0.59,64.4,59.0,1229
0.56,61.8,59.0,1819
2.08,63.4,59.0,13206
1.51,62.1,59.0,13074
0.7,59.5,57.0,2596
0.33,62.1,55.0,1002
0.34,62.4,56.0,589
1.51,63.3,60.0,12756
0.54,62.6,55.0,1823
0.7,57.8,61.0,2310
1.15,62.0,58.0,4776
1.02,61.6,55.0,2611
0.38,63.4,55.0,853
0.32,62.5,58.0,530
0.32,59.6,60.0,477
1.5,62.0,55.0,13135
0.91,61.9,56.0,4386
0.77,62.4,63.0,2162
1.27,61.4,57.0,5455
1.29,62.1,59.0,5771
0.31,60.9,60.0,465
0.27,62.4,59.0,509
0.71,61.6,56.0,2202
0.58,65.8,56.0,893
0.56,62.3,56.0,1723
1.63,61.3,56.0,12620
0.97,62.3,56.0,4078
1.51,61.2,58.0,11188
0.4,62.0,60.0,879
1.0,69.8,54.0,4435
1.01,62.3,59.0,4518
0.91,62.2,58.0,4892
0.4,62.4,59.0,982
0.43,61.4,55.0,1264
0.51,59.3,57.0,2084
0.36,62.5,58.0,589
0.42,62.1,56.0,1235
2.11,62.0,55.0,15282
0.21,58.3,59.0,386
0.56,61.7,56.0,1924
1.29,63.0,57.0,6877
0.74,62.4,59.0,3036
0.41,61.7,60.0,683
0.35,59.7,58.0,829
0.7,61.0,59.0,2804
1.0,61.7,53.0,8958
0.9,62.3,57.0,3679
0.41,61.7,56.0,1431
0.73,60.6,57.0,3089
0.41,62.0,56.0,1061
1.0,60.3,60.0,5645
0.3,62.5,59.0,506
1.04,61.2,57.0,9169
0.52,61.9,54.0,1629
1.04,62.9,58.0,4277
0.75,60.2,57.0,3192
1.22,61.0,55.0,6052
0.77,63.8,58.0,2642
0.34,60.6,58.0,478
0.36,59.3,59.0,1013
0.24,59.9,58.0,419
0.75,62.0,58.0,3152
0.31,60.4,56.0,984
0.51,62.7,52.0,1205
1.53,61.6,56.0,12109
1.53,62.8,57.0,12907
1.51,63.4,57.0,9471
1.0,60.0,62.0,8553
0.34,61.0,56.0,967
0.31,61.2,56.0,716
1.0,62.3,59.0,5221
0.45,61.0,59.0,927
0.42,61.8,55.0,1547
1.0,59.8,58.0,7392
0.3,59.5,56.0,606
1.74,61.8,56.0,15189
0.5,61.3,60.0,1654
0.31,61.7,56.0,924
0.54,59.8,58.0,1680
0.31,63.0,56.0,593
1.24,62.1,56.0,6639
1.03,62.2,57.0,5330
0.43,61.7,54.0,1016
0.35,60.7,57.0,644
0.32,61.8,60.0,786
0.74,62.0,53.0,1962
1.13,62.7,59.0,3544
1.01,60.8,59.0,3733
1.51,61.1,60.0,10817
0.71,62.7,55.0,2317
0.57,62.0,54.0,1760
0.46,61.7,56.0,1834
0.7,61.5,63.0,1899
0.38,61.3,59.0,658
0.91,63.8,59.0,3539
0.53,61.8,56.0,1676
0.24,62.4,58.0,552
0.79,62.6,57.0,2655
1.5,61.4,58.0,11655
0.3,62.8,55.0,776
2.14,62.3,58.0,14490
1.05,62.3,56.0,4939
0.52,63.5,58.0,1289
0.31,60.6,57.0,816
1.05,62.7,54.0,4866
0.7,62.9,57.0,2349
0.34,61.0,57.0,686
1.4,60.0,58.0,10790
0.96,62.9,59.0,3187
1.1,60.4,55.0,4897
1.07,60.7,57.0,6587
0.89,63.1,55.0,3238
0.3,62.9,57.0,605
1.23,61.0,63.0,4477
0.55,58.5,65.0,1587
1.1,62.8,55.0,4004
1.22,62.1,59.0,5368
0.55,62.1,55.0,1551
0.31,60.9,57.0,997
1.01,58.6,62.0,4072
1.65,63.4,59.0,8020
1.23,61.6,59.0,11534
0.61,60.2,61.0,1785
1.1,61.0,59.0,4878
0.41,61.6,54.0,1004
0.33,61.6,58.0,854
2.02,62.2,59.0,14574
0.38,62.4,59.0,1067
0.8,62.1,55.0,2484
0.3,63.1,56.0,789
1.1,61.4,56.0,7453
1.01,61.9,58.0,7188
0.93,62.8,56.0,4739
0.23,62.7,57.0,530
0.7,63.4,58.0,1883
1.0,61.1,60.0,7343
1.0,61.2,60.0,6133
1.09,59.8,60.0,5335
0.35,62.5,55.0,737
1.01,58.2,61.0,4140
0.93,62.6,57.0,4214
0.53,61.6,55.7,1772
0.35,62.0,54.0,1266
0.33,62.1,54.0,666
0.27,62.0,57.0,470
0.53,61.6,56.0,2922
0.41,63.3,57.0,953
1.32,60.6,58.0,7676
1.63,62.5,57.0,9730
0.39,62.4,53.6,1008
0.38,61.8,53.7,755
0.76,59.9,59.0,1949
0.3,62.3,54.0,491
0.42,61.1,57.0,754
1.23,62.2,56.1,9921
0.5,59.6,63.0,1887
1.2,63.3,57.0,4704
0.76,61.7,59.0,3581
1.0,62.5,55.0,4928
1.7,62.5,58.0,9996
1.54,61.6,57.0,10740
1.14,60.9,57.0,7750
1.22,62.7,57.0,6343
0.3,61.5,55.0,764
1.21,63.0,58.0,7318
0.4,63.5,57.0,687
1.05,58.6,60.0,5821
0.55,61.7,55.0,1134
0.51,61.7,57.0,2163
0.3,62.6,55.0,886
0.52,62.9,56.0,1200
1.2,60.1,61.0,15185
0.31,62.1,54.0,942
0.73,61.4,57.0,3089
0.31,59.9,59.0,770
0.31,61.2,60.0,625
0.77,60.3,58.0,3166
0.38,60.1,61.0,983
0.56,61.6,57.0,1625
0.41,62.3,55.0,1356
0.51,60.7,56.0,1884
0.41,59.7,58.0,866
0.37,61.3,57.0,649
0.54,58.3,61.0,1770
0.5,59.9,57.0,1097
0.31,61.9,55.0,436
1.02,62.5,58.0,6301
0.31,60.6,59.0,707
0.7,61.0,56.0,2480
1.06,61.2,56.0,4630
0.9,62.4,61.0,3972
2.01,60.0,61.0,13400
0.5,63.2,58.0,1436
1.11,61.6,61.0,4177
0.7,61.6,55.0,2230
0.4,62.8,57.0,1279
0.32,62.3,55.0,584
